96,2,1,0.3125,0.0052083333,0.0017055535,1.55746946E-005,1.6393594E-005
128,2,1,0.234375,0.00390625,0.0009582421,4.7263545E-006,3.362055E-006
16,3,1,1.875,0.0208333333,0.0071033878,0.0004287791,0.0081504902
21,3,1,1.428571,0.0158730159,0.0031964544,0.000143221,0.0027875451
32,3,1,0.9375,0.0104166667,0.0009507813,2.32037761E-005,0.0005137075
43,3,1,0.697674,0.007751938,0.0004049972,5.9281854E-006,0.0001538402
64,3,1,0.46875,0.0052083333,0.0001252229,0.000000855,2.9997773E-005
85,3,1,0.352941,0.0039215686,5.33435145E-005,2.064667E-007,9.3767994E-006
12,4,1,2.5,0.0208333333,0.0015776988,2.179839E-005,0.0003299344
16,4,1,1.875,0.015625,0.0004851244,2.2594677E-006,2.73722651E-005
24,4,1,1.25,0.0104166667,9.28001501E-005,6.1762E-008,0.000000706
32,4,1,0.9375,0.0078125,2.89476686E-005,2.3395E-009,5.04492E-008
48,4,1,0.625,0.0052083333,5.6526079E-006,2.208E-010,0.000000001
64,4,1,0.46875,0.00390625,1.7805519E-006,4.36E-011,3.27E-011
9,5,1,3.333333,0.0222222222,0.0004928236,0.000001235,1.80913386E-005
12,5,1,2.5,0.0166666667,0.0001315138,0.000000291,2.3117834E-006
20,5,1,1.5,0.01,1.25955141E-005,3.37881E-008,5.23706E-008
25,5,1,1.2,0.008,4.4072365E-006,1.2237E-008,3.3311E-008
39,5,1,0.769231,0.0051282051,5.005041E-007,1.135E-009,4.0707E-009
51,5,1,0.588235,0.0039215686,1.288573E-007,2.16E-010,8.14E-010
8,6,1,3.75,0.0208333333,0.0001198793,6.384486E-007,5.796567E-007
11,6,1,2.727273,0.0151515152,1.57998711E-005,9.50959E-008,4.304059E-007
16,6,1,1.875,0.0104166667,0.000001487,8.6278E-009,4.19425E-008
21,6,1,1.428571,0.0079365079,2.775125E-007,1.4385E-009,7.2185E-009
32,6,1,0.9375,0.0052083333,2.13244E-008,7.98E-011,4.183E-010
43,6,1,0.697674,0.003875969,3.5724E-009,9.8E-012,5.55E-011
24,2,1,1.25,0.0208333333,0.2364862072,0.0412257642,0.4230808574
32,2,1,0.9375,0.015625,0.1107871511,0.0190464914,0.2491793448
48,2,1,0.625,0.0104166667,0.0302994443,0.0048897725,0.0783946374
64,2,1,0.46875,0.0078125,0.0112639215,0.0016458941,0.0277294447
96,2,1,0.3125,0.0052083333,0.0030191448,0.0003336983,0.0057361705
128,2,1,0.234375,0.00390625,0.0013317875,0.0001061087,0.0018302716
16,3,1,1.875,0.0208333333,0.0088009924,0.0007304097,0.0077613422
21,3,1,1.428571,0.0158730159,0.0032799855,0.0001561281,0.0022468341
32,3,1,0.9375,0.0104166667,0.0008885874,1.87734047E-005,0.0003918825
43,3,1,0.697674,0.007751938,0.0003740853,4.7279402E-006,0.0001213064
64,3,1,0.46875,0.0052083333,0.0001179763,0.000000733,2.57205709E-005
85,3,1,0.352941,0.0039215686,5.13803511E-005,1.879278E-007,8.5381504E-006
12,4,1,2.5,0.0208333333,0.0020728374,0.000044128,0.0006436845
16,4,1,1.875,0.015625,0.0007395759,6.507891E-006,0.0001417614
24,4,1,1.25,0.0104166667,0.0001464788,1.937667E-007,1.13713451E-005
32,4,1,0.9375,0.0078125,4.18661349E-005,4.3529E-009,1.4430569E-006
48,4,1,0.625,0.0052083333,7.0437702E-006,2.1109E-009,6.66749E-008
64,4,1,0.46875,0.00390625,2.0465009E-006,3.593E-010,7.1996E-009
9,5,1,3.333333,0.0222222222,0.000932903,9.2068717E-006,0.0001142188
12,5,1,2.5,0.0166666667,0.0001618367,8.065984E-007,4.3296739E-006
20,5,1,1.5,0.01,1.13663398E-005,3.24555E-008,7.57871E-008
25,5,1,1.2,0.008,3.8122289E-006,0.00000001,3.48437E-008
39,5,1,0.769231,0.0051282051,4.39402E-007,9.139E-010,3.6232E-009
51,5,1,0.588235,0.0039215686,1.175046E-007,1.848E-010,7.307E-010
8,6,1,3.75,0.0208333333,9.68652849E-005,2.00234E-007,9.252754E-007
11,6,1,2.727273,0.0151515152,1.6957711E-005,4.34009E-008,4.033588E-007
16,6,1,1.875,0.0104166667,1.9156191E-006,6.1514E-009,0.000000048
21,6,1,1.428571,0.0079365079,3.536057E-007,1.2363E-009,8.129E-009
32,6,1,0.9375,0.0052083333,2.47461E-008,7.68E-011,4.394E-010
43,6,1,0.697674,0.003875969,3.9194E-009,9.6E-012,5.81E-011
24,2,1,1.25,0.0208333333,0.0299216406,0.0022304236,0.016021776
32,2,1,0.9375,0.015625,0.0160502374,0.0008604987,0.004852696
48,2,1,0.625,0.0104166667,0.0068961004,0.0001932025,0.0005870897
64,2,1,0.46875,0.0078125,0.0038474989,6.2888581E-005,0.0001154179
96,2,1,0.3125,0.0052083333,0.001704164,1.25758648E-005,1.16237614E-005
128,2,1,0.234375,0.00390625,0.0009579858,3.9893748E-006,2.398387E-006
16,3,1,1.875,0.0208333333,0.0078585553,0.0005733848,0.0112677289
21,3,1,1.428571,0.0158730159,0.0034103584,0.0001732525,0.0034601642
32,3,1,0.9375,0.0104166667,0.0010000392,2.64082454E-005,0.0005906553
43,3,1,0.697674,0.007751938,0.0004248121,6.6307458E-006,0.0001727334
64,3,1,0.46875,0.0052083333,0.0001306117,0.00000094,3.30019486E-005
85,3,1,0.352941,0.0039215686,5.52803214E-005,0.000000224,1.01727345E-005
12,4,1,2.5,0.0208333333,0.0015995156,2.30412581E-005,0.0004116201
16,4,1,1.875,0.015625,0.0004971889,2.5681451E-006,3.86954566E-005
24,4,1,1.25,0.0104166667,9.41229401E-005,6.87215E-008,9.712656E-007
32,4,1,0.9375,0.0078125,0.000029155,2.2188E-009,6.56981E-008
48,4,1,0.625,0.0052083333,5.6661975E-006,2.585E-010,1.284E-009
64,4,1,0.46875,0.00390625,1.7824575E-006,4.87E-011,4.99E-011
9,5,1,3.333333,0.0222222222,0.000544573,2.4807551E-006,0.000034548
12,5,1,2.5,0.0166666667,0.0001462085,4.51309E-007,3.7432157E-006
20,5,1,1.5,0.01,1.37830993E-005,4.1163E-008,5.60518E-008
25,5,1,1.2,0.008,0.000004783,1.42688E-008,3.71838E-008
39,5,1,0.769231,0.0051282051,5.338434E-007,1.2637E-009,4.451E-009
51,5,1,0.588235,0.0039215686,1.358441E-007,2.36E-010,8.785E-010
8,6,1,3.75,0.0208333333,0.0001244802,6.438646E-007,3.257358E-007
11,6,1,2.727273,0.0151515152,0.000016833,9.7588E-008,4.374244E-007
16,6,1,1.875,0.0104166667,1.539707E-006,8.7847E-009,4.23431E-008
21,6,1,1.428571,0.0079365079,2.824891E-007,1.4514E-009,7.2404E-009
32,6,1,0.9375,0.0052083333,2.14448E-008,8E-011,4.181E-010
43,6,1,0.697674,0.003875969,3.5812E-009,9.8E-012,5.7E-011
